Image Name,Precision,Recall,F1-Score,IoU,Accuracy,ProcessingTime,TP,FP,FN,TN
104_F.png,0.0,0.0,0.0,0.0,0.8819,51.136,0,0,30959,231185
105_F.png,0.0127,0.1904,0.0238,0.012,0.7373,352.294,838,65298,3563,192445
106_F.png,0.0,0.0,0.0,0.0,0.7962,50.977,0,0,53420,208724
107_F.png,1.0,0.1556,0.2693,0.1556,0.9513,51.595,2353,0,12767,247024
108_F.png,0.0,0.0,0.0,0.0,0.9641,51.074,0,0,9406,252738
109_F.png,0.0602,0.233,0.0957,0.0503,0.7997,69.224,2780,43369,9150,206845
110_F.png,0.0,0.0,0.0,0.0,0.9355,55.6,0,11861,5059,245224
111_F.png,0.0,0.0,0.0,0.0,0.9866,51.177,0,0,3515,258629
112_F.png,0.1298,0.4294,0.1993,0.1107,0.9389,69.752,1993,13366,2648,244137
113_F.png,0.1154,0.0877,0.0997,0.0525,0.9539,55.013,669,5129,6956,249390
114_F.png,0.0755,0.4434,0.129,0.0689,0.3853,1545.929,11933,146162,14979,89070
115_F.png,0.8123,0.6583,0.7272,0.5713,0.8567,131.844,50084,11575,26002,174483
116_F.png,0.8652,0.4731,0.6117,0.4406,0.994,50.894,1232,192,1372,259348
117_F.png,0.0,0.0,0.0,0.0,0.849,49.818,0,0,39582,222562
118_F.png,0.5383,0.9749,0.6936,0.5309,0.9709,79.742,8633,7406,222,245883
119_F.png,0.0593,0.1115,0.0774,0.0403,0.9381,55.321,680,10795,5419,245250
120_F.png,1.0,0.6886,0.8156,0.6886,0.9572,51.099,24795,0,11215,226134
121_F.png,0.0,0.0,0.0,0.0,0.9377,55.428,0,11861,4470,245813
122_F.png,0.978,0.8285,0.897,0.8133,0.9952,50.673,5520,124,1143,255357
123_F.png,0.0633,0.6154,0.1147,0.0609,0.8192,70.881,3072,45481,1920,211671
124_F.png,0.0428,0.8829,0.0816,0.0426,0.5172,864.021,5626,125819,746,129953
125_F.png,0.962,0.4309,0.5952,0.4237,0.9834,50.446,3191,126,4214,254613
126_F.png,0.9985,0.7614,0.8639,0.7605,0.9719,51.036,23376,36,7327,231405
127_F.png,0.8176,0.3925,0.5304,0.3609,0.9804,50.144,2896,646,4482,254120
128_F.png,0.0,0.0,0.0,0.0,0.9711,57.742,0,0,7588,254556
129_F.png,0.0,0.0,0.0,0.0,0.7495,49.545,0,0,65679,196465
130_F.png,1.0,0.4501,0.6208,0.4501,0.9552,50.958,9609,0,11740,240795
131_F.png,0.0,0.0,0.0,0.0,0.9373,55.182,0,11763,4664,245717
132_F.png,0.0,0.0,0.0,0.0,0.9761,51.603,0,105,6155,255884
133_F.png,0.0558,0.6186,0.1024,0.054,0.8212,69.036,2675,45225,1649,212595
134_F.png,0.0553,0.9764,0.1047,0.0553,0.5225,822.292,7320,124984,177,129663
135_F.png,0.9473,0.7944,0.8641,0.7608,0.9951,51.427,4045,225,1047,256827
136_F.png,0.9867,0.8946,0.9384,0.884,0.9875,49.371,24913,335,2934,233962
137_F.png,0.8551,0.5721,0.6855,0.5215,0.9826,51.989,4970,842,3718,252614
138_F.png,0.938,0.6581,0.7735,0.6307,0.9898,52.43,4553,301,2365,254925
139_F.png,0.9992,0.8442,0.9152,0.8437,0.9563,49.548,61865,47,11414,188818
140_F.png,0.0,0.0,0.0,0.0,0.8828,51.093,0,0,30720,231424
141_F.png,0.0,0.0,0.0,0.0,0.9513,54.623,0,10697,2071,249376
142_F.png,0.9977,0.1937,0.3244,0.1936,0.979,50.662,1324,3,5513,255304
143_F.png,0.0753,0.8083,0.1378,0.074,0.8241,70.279,3686,45234,874,212350
144_F.png,0.0532,0.9915,0.1011,0.0532,0.5198,828.01,7076,125824,61,129183
145_F.png,0.9932,0.4991,0.6644,0.4974,0.9904,51.076,2491,17,2500,257136
146_F.png,0.9954,0.9194,0.9559,0.9156,0.9908,49.24,26248,121,2300,233475
147_F.png,0.8655,0.5242,0.6529,0.4847,0.9831,51.769,4156,646,3773,253569
148_F.png,0.9991,0.6803,0.8095,0.6799,0.9918,53.293,4590,4,2157,255393
149_F.png,1.0,0.8755,0.9336,0.8755,0.9643,49.667,65741,3,9346,187054
150_F.png,1.0,0.4345,0.6058,0.4345,0.955,50.047,9055,0,11785,241304
151_F.png,0.0657,0.3642,0.1113,0.0589,0.9542,54.867,752,10697,1313,249382
152_F.png,0.9956,0.532,0.6935,0.5308,0.9878,49.61,3631,16,3194,255303
153_F.png,0.0693,0.7351,0.1267,0.0677,0.8239,68.753,3349,44945,1207,212643
154_F.png,0.0546,0.9979,0.1035,0.0546,0.5292,856.006,7122,123411,15,131596
156_F.png,0.9969,0.8922,0.9416,0.8897,0.988,54.754,25455,80,3075,233534
157_F.png,0.9176,0.921,0.9193,0.8507,0.9951,59.336,7285,654,625,253580
158_F.png,1.0,0.5838,0.7372,0.5838,0.9893,57.198,3949,0,2815,255380
159_F.png,0.9999,0.8377,0.9116,0.8376,0.9535,55.232,62919,5,12193,187027
160_F.png,0.9996,0.3632,0.5328,0.3632,0.9241,55.073,11347,4,19894,230899
161_F.png,0.0,0.0,0.0,0.0,0.9863,91.738,0,0,3589,258555
162_F.png,0.0,0.0,0.0,0.0,0.9188,53.356,0,0,21290,240854
163_F.png,0.7341,0.4375,0.5483,0.3777,0.9801,59.825,3159,1144,4061,253780
164_F.png,0.0,0.0,0.0,0.0,0.9766,60.249,0,0,6139,256005
165_F.png,0.0005,0.0506,0.001,0.0005,0.7021,151.043,41,77319,769,184015
166_F.png,0.0,0.0,0.0,0.0,0.9825,52.684,0,0,4592,257552
167_F.png,0.0,0.0,0.0,0.0,0.9023,55.867,0,0,25606,236538
168_F.png,0.0235,0.5187,0.0449,0.023,0.5019,948.657,3072,127735,2850,128487
171_F.png,0.0006,0.0008,0.0007,0.0004,0.7179,154.662,26,41750,32196,188172
172_F.png,0.0,0.0,0.0,0.0,0.9794,54.485,0,0,5390,256754
173_F.png,0.0,0.0,0.0,0.0,0.9886,56.09,0,0,2986,259158
174_F.png,0.0,0.0,0.0,0.0,0.8969,55.121,0,0,27016,235128
175_F.png,0.0,0.0,0.0,0.0,0.9729,57.168,0,0,7110,255034
176_F.png,0.0,0.0,0.0,0.0,0.9794,54.066,0,0,5395,256749
177_F.png,0.0,0.0,0.0,0.0,0.9749,655.789,0,4364,2203,255577
178_F.png,0.0223,0.5579,0.0429,0.0219,0.7362,394.964,1551,67933,1229,191431
179_F.png,0.0,0.0,0.0,0.0,0.9828,63.366,0,0,4504,257640
180_F.png,0.0,0.0,0.0,0.0,0.7532,56.05,0,0,64704,197440
181_F.png,1.0,0.082,0.1517,0.082,0.8904,54.66,2567,0,28719,230858
182_F.png,0.0,0.0,0.0,0.0,0.936,60.909,0,11763,5024,245357
183_F.png,0.9983,0.6707,0.8023,0.6699,0.9913,57.84,4633,8,2275,255228
184_F.png,0.9953,0.3732,0.5428,0.3725,0.8659,54.78,20868,98,35052,206126
185_F.png,0.0,0.0,0.0,0.0,0.9204,54.814,0,0,20856,241288
186_F.png,1.0,0.3839,0.5548,0.3839,0.984,54.664,2615,0,4197,255332
187_F.png,0.0539,0.224,0.0868,0.0454,0.8055,72.973,2425,42598,8401,208720
188_F.png,0.4114,0.6632,0.5078,0.3403,0.9841,54.388,2148,3073,1091,255832
189_F.png,0.1546,0.8291,0.2606,0.1498,0.903,116.189,4479,24494,923,232248
190_F.png,0.0,0.0,0.0,0.0,0.9337,58.619,0,10697,6674,244773
191_F.png,0.0,0.0,0.0,0.0,0.9868,54.739,0,0,3463,258681
192_F.png,0.1096,0.3477,0.1667,0.0909,0.9372,75.097,1646,13366,3088,244044
193_F.png,0.8146,0.6475,0.7215,0.5643,0.8549,138.379,49286,11215,26833,174810
194_F.png,1.0,0.016,0.0314,0.016,0.8725,54.34,542,0,33415,228187
195_F.png,0.0,0.0,0.0,0.0,0.8488,54.268,0,0,39643,222501
196_F.png,1.0,0.1476,0.2572,0.1476,0.9025,52.967,4427,0,25569,232148
197_F.png,0.8367,0.1805,0.297,0.1744,0.9909,53.578,502,98,2279,259265
198_F.png,1.0,0.4071,0.5787,0.4071,0.9923,55.693,1383,0,2014,258747
199_F.png,0.77,0.467,0.5814,0.4098,0.9944,63.975,1018,304,1162,259660
200_F.png,0.9982,0.6381,0.7785,0.6373,0.9857,53.259,6606,12,3747,251779
